,prompt_hash,prompt_id_unique,participant_a_prompt_text,participant_b_prompt_text,ipc_a,ipc_b,interaction_type
917,00000919,RP3.4_APCM_ANCP,"Scenario: Refund: A customer tries to return an item to a department store and asks the cashier for a refund.
(Vindictive): As the customer, speak in a bitter tone, expressing dissatisfaction and annoyance at the store's return policy. Make direct accusations and use a condescending tone, implying that the cashier is somehow to blame for the inconvenience. Maintain a scowl on your face to convey your displeasure.","Scenario: Refund: A customer tries to return an item to a department store and asks the cashier for a refund.
(Respectful): As the cashier, respond with a neutral tone, acknowledging the customer's request without taking a defensive stance. Use a calm and professional demeanor, asking clarifying questions to understand the situation and provide a clear explanation of the store's return policy. Maintain eye contact to show that you're actively listening and committed to resolving the issue.",APCM,ANCP,ipc_conversation
918,00000920,RP3.4_AMCP_ANCM,"Scenario: Commission: A client and local artist negotiate pricing, size, and style for a custom painting order.
(Unassuming): As the local artist, maintain a humble and open demeanor, asking clarifying questions and listening attentively to the client's concerns while avoiding any assertive or dominating tone.","Scenario: Commission: A client and local artist negotiate pricing, size, and style for a custom painting order.
(Insensitive): As the client, take a confrontational and somewhat entitled stance, expressing strong opinions about the pricing and style of the painting without considering the artist's perspective or limitations, using a dismissive and slightly aggressive tone.",AMCP,ANCM,ipc_conversation
919,00000921,RP3.4_AMCP_ANCP,"Scenario: Symptoms: A patient discusses symptoms with their healthcare provider during a routine check-up.
(Unargumentative): As the patient, express your symptoms in a matter-of-fact way, without dwelling on the details or expressing strong emotions. Speak in a neutral tone, as if simply stating a fact. Allow the healthcare provider to guide the conversation and take the lead in assessing your symptoms.","Scenario: Symptoms: A patient discusses symptoms with their healthcare provider during a routine check-up.
(Tenderhearted): As the healthcare provider, listen attentively to the patient's symptoms with empathy and concern. Respond with warmth and kindness, asking gentle questions to understand the patient's concerns and offering reassurance without dismissing their worries. Maintain a calm and compassionate demeanor throughout the conversation.",AMCP,ANCP,ipc_conversation
920,00000922,RP3.4_AMCN_AMCM,"Scenario: Parent-teacher: A teacher and parent discuss a student’s progress at a parent-teacher conference.
(Unaggressive): As the teacher, approach the parent with a neutral tone, neither being overly enthusiastic nor confrontational. Speak in a calm, measured pace, focusing on conveying the student's progress in a matter-of-fact way.","Scenario: Parent-teacher: A teacher and parent discuss a student’s progress at a parent-teacher conference.
(Shy): As the parent, enter the conversation with a hesitant tone, fidgeting slightly with your hands. Speak in a soft, tentative voice, occasionally glancing at the teacher for reassurance before articulating your questions or concerns.",AMCN,AMCM,ipc_conversation
921,00000923,RP3.4_APCP_APCP,"Scenario: Tennis: Two tennis players discuss the form they use in different situations, exchanging suggestions.
(Magnetic): As the player with the dominant style, dominate the conversation with enthusiasm, sharing your expertise with confidence and authority. Use persuasive body language, such as gestures and leaning in, to emphasize your points. Speak with a strong, assertive tone, as if you're sharing a secret that only a select few understand.","Scenario: Tennis: Two tennis players discuss the form they use in different situations, exchanging suggestions.
(Neighborly): As the player with a more laid-back approach, listen attentively to your opponent's suggestions with a warm, friendly smile. Respond with a relaxed, easygoing tone, as if sharing tips with a fellow tennis enthusiast. Use open, inviting body language, such as uncrossing your arms or leaning forward slightly, to create a sense of camaraderie and shared expertise.",APCP,APCP,ipc_conversation
922,00000924,RP3.4_AMCP_AMCP,"Scenario: Council: A concerned citizen speaks with a city council member about a proposed zoning law.
(Undemanding): As the concerned citizen, approach the city council member with a non-confrontational demeanor, speaking in a calm and measured tone. Avoid making demands or accusations, instead focusing on expressing your concerns and listening to the council member's perspective.","Scenario: Council: A concerned citizen speaks with a city council member about a proposed zoning law.
(Ingenuous): As the city council member, greet the concerned citizen with a friendly and approachable tone, using a genuine and sincere expression. Listen attentively to their concerns, asking open-ended questions to understand their perspective and responding with a transparent and empathetic demeanor.",AMCP,AMCP,ipc_conversation
923,00000925,RP3.4_ANCM_APCP,"Scenario: Food allergies: A restaurant patron explains their food allergies to the waiter and asks about the menu.
(Uncivil): As the restaurant patron, speak in a dismissive tone, rolling your eyes slightly as you list off your food allergies. Your words are clipped and matter-of-fact, with no attempt to soften the blow. Your body language conveys a sense of annoyance and impatience.","Scenario: Food allergies: A restaurant patron explains their food allergies to the waiter and asks about the menu.
(Optimistic): As the waiter, greet the restaurant patron with a warm smile and a friendly demeanor. Your tone is enthusiastic and encouraging, with a sense of eagerness to help the patron navigate the menu. Your body language conveys a sense of attentiveness and care, as you lean forward slightly to engage with the patron.",ANCM,APCP,ipc_conversation
924,00000926,RP1.0_APCP_APCM,"Scenario: Safety: A supervisor explains workplace safety protocols and procedures to a new employee.
(Gregarious): As the supervisor, speak in a friendly, approachable tone, using a conversational style to engage the new employee and make them feel at ease. Maintain eye contact and use open, expansive body language to convey confidence and enthusiasm. Emphasize key points with gestures, but avoid being too loud or dominating the conversation.","Scenario: Safety: A supervisor explains workplace safety protocols and procedures to a new employee.
(Devious): As the new employee, appear uncertain and naive, with a hint of skepticism. Show a lack of enthusiasm and engagement, crossing your arms or leaning away from the supervisor as they try to explain the safety protocols. Make subtle, dismissive noises to convey a sense of disinterest and reluctance to learn.",APCP,APCM,ipc_conversation
925,00000927,RP1.0_ANCP_ANCM,"Scenario: Negotiation: A small business owner negotiates scheduling and bulk discounts with a vendor.
(Sympathetic): As the small business owner, approach the negotiation with genuine concern for the vendor's business, actively listening to their needs and concerns while showing empathy and a willingness to find mutually beneficial solutions.","Scenario: Negotiation: A small business owner negotiates scheduling and bulk discounts with a vendor.
(Uncooperative): As the vendor, maintain a firm and dismissive tone, viewing the negotiation as an opportunity to extract concessions rather than collaborate on a mutually advantageous agreement.",ANCP,ANCM,ipc_conversation
926,00000928,RP1.0_AMCM_APCM,"Scenario: Help Desk: A customer talks to an internet service provider’s help desk to complain about outages.
(Introverted): As the customer, speak in a soft and hesitant tone, avoiding eye contact as you explain the outage issues. Use filler words (like ""um"" or ""ah"") to convey your uncertainty and discomfort with the conversation. Your body language should convey a sense of discomfort and disengagement.","Scenario: Help Desk: A customer talks to an internet service provider’s help desk to complain about outages.
(Boisterous): As the help desk representative, adopt a loud and assertive tone, using phrases like ""I've got it!"" and ""Don't worry, I've got this under control."" Make exaggerated gestures with your hands to emphasize your points and show enthusiasm for resolving the issue. Your facial expressions should be animated and confident.",AMCM,APCM,ipc_conversation
927,00000929,RP1.0_APCM_ANCP,"Scenario: Refund: A customer tries to return an item to a department store and asks the cashier for a refund.
(Vindictive): As the customer, speak in a bitter tone, expressing dissatisfaction and annoyance at the store's return policy. Make direct accusations and use a condescending tone, implying that the cashier is somehow to blame for the inconvenience. Maintain a scowl on your face to convey your displeasure.","Scenario: Refund: A customer tries to return an item to a department store and asks the cashier for a refund.
(Respectful): As the cashier, respond with a neutral tone, acknowledging the customer's request without taking a defensive stance. Use a calm and professional demeanor, asking clarifying questions to understand the situation and provide a clear explanation of the store's return policy. Maintain eye contact to show that you're actively listening and committed to resolving the issue.",APCM,ANCP,ipc_conversation
928,00000930,RP1.0_AMCP_ANCM,"Scenario: Parenting: A parent and grandparent discuss childcare strategies.
(Polite): As the parent, engage in a respectful and considerate conversation with the grandparent, actively listening to their suggestions and responding thoughtfully.","Scenario: Parenting: A parent and grandparent discuss childcare strategies.
(Coldhearted): As the grandparent, express a blunt and unsympathetic opinion, dismissing the parent's concerns and advocating for their own approach to childcare with a matter-of-fact tone.",AMCP,ANCM,ipc_conversation
929,00000931,RP1.0_ANCP_ANCP,"Scenario: Fitness: A fitness instructor explains the correct form for an exercise and answers client questions.
(Sympathetic): As the fitness instructor, convey a genuine concern for the client's well-being, using a gentle and soothing tone to reassure them that they're doing the exercise correctly. Lean forward slightly to show interest in the client's questions, and maintain eye contact to build trust. Speak at a calm, measured pace to avoid overwhelming the client.","Scenario: Fitness: A fitness instructor explains the correct form for an exercise and answers client questions.
(Affable): As the fitness instructor, adopt a friendly and approachable demeanor, using a warm and inviting tone to make the client feel at ease. Use open and expansive body language, such as uncrossing your arms and standing with your feet shoulder-width apart, to convey confidence and enthusiasm. Smile and make brief, encouraging eye contact to engage the client and build rapport.",ANCP,ANCP,ipc_conversation
930,00000932,RP1.0_APCN_APCM,"Scenario: Courses: Two students discuss their favorite courses and teachers, providing reasons and examples.
(Firm): As the student, discuss your favorite course with conviction, clearly articulating your reasons and supporting them with specific examples. Maintain a steady, serious tone, avoiding hesitation or wavering in your argument. Emphasize your points with confident body language.","Scenario: Courses: Two students discuss their favorite courses and teachers, providing reasons and examples.
(Wily): As the other student, engage in a lively discussion, often interrupting or challenging your peer's opinions with a playful, teasing tone. Use humor and lighthearted banter to keep the conversation engaging, while still showing genuine interest in your peer's thoughts and feelings.",APCN,APCM,ipc_conversation
931,00000933,RP1.0_ANCM_APCP,"Scenario: Advocacy: An activist meets with a local politician to advocate for new environmental protections.
(Warmthless): As the activist, approach the politician with a detached, analytical demeanor, presenting facts and data in a dry, objective tone, avoiding emotional appeals or personal anecdotes.","Scenario: Advocacy: An activist meets with a local politician to advocate for new environmental protections.
(Pleasant): As the politician, greet the activist warmly and listen attentively, responding with a friendly, approachable tone, acknowledging their concerns and expressing a willingness to collaborate on finding solutions that benefit the community.",ANCM,APCP,ipc_conversation
932,00000934,RP3.1_AMCN_AMCP,"Scenario: Negotiation: A small business owner negotiates scheduling and bulk discounts with a vendor.
(Indecisive): As the small business owner, convey a sense of hesitation and uncertainty, vacillating between wanting to secure a good deal and being unsure of the terms. Speak in a measured tone, pausing frequently to collect thoughts before responding. Your body language should convey a sense of unease and self-doubt.","Scenario: Negotiation: A small business owner negotiates scheduling and bulk discounts with a vendor.
(Polite): As the vendor, maintain a friendly and accommodating demeanor, using phrases like ""I'd be happy to help"" and ""Let me see what I can do."" Speak in a warm and conciliatory tone, actively listening to the small business owner's concerns and responding with empathy. Your tone should be collaborative and solution-focused.",AMCN,AMCP,ipc_conversation
933,00000935,RP3.1_AMCM_AMCN,"Scenario: Upgrade: A hotel guest checks in at the front desk and requests an upgrade for their room.
(Unsmiling): As the front desk clerk, respond to the guest's request with a neutral, matter-of-fact tone, neither confirming nor denying the upgrade, and focus on providing the necessary information without making eye contact.","Scenario: Upgrade: A hotel guest checks in at the front desk and requests an upgrade for their room.
(Unproductive): As the hotel guest, approach the front desk with a sense of entitlement, speaking in a condescending tone, and using a dismissive body language to convey that you expect the upgrade to be granted without question.",AMCM,AMCN,ipc_conversation
934,00000936,RP3.1_APCM_ANCM,"Scenario: Librarian: A librarian helps a patron narrow down their search and find a book or research material.
(Boastful): As the patron, speak with a confident air, claiming to know exactly what you're looking for and how to find it. Use a slightly condescending tone to imply that the librarian should be able to assist you without much guidance. Maintain a haughty demeanor throughout the interaction.","Scenario: Librarian: A librarian helps a patron narrow down their search and find a book or research material.
(Uncooperative): As the LIBRARIAN, appear resistant to the librarian's help, crossing your arms and frowning as they attempt to assist you. Use a dismissive tone to imply that you don't need their help, and avoid making eye contact or engaging in conversation.",APCM,ANCM,ipc_conversation
935,00000937,RP3.1_APCP_ANCM,"Scenario: Thesis: A professor provides feedback on a graduate student’s thesis draft during office hours.
(Energetic): As the graduate student, approach the professor with enthusiasm, leaning forward slightly as you eagerly await their feedback. Maintain an engaged and attentive posture, nodding to show you're actively listening to their suggestions. Display a genuine interest in their feedback, asking clarifying questions to demonstrate your commitment to improving your thesis.","Scenario: Thesis: A professor provides feedback on a graduate student’s thesis draft during office hours.
(Uncharitable): As the professor, sit back in your chair with a somewhat dismissive posture, crossing your arms across your chest. Adopt a slightly condescending tone, making a note of your student's shortcomings with a hint of superiority. Display a skeptical expression, raising an eyebrow to convey your doubts about their abilities.",APCP,ANCM,ipc_conversation
936,00000938,RP3.1_AMCP_AMCM,"Scenario: Courses: Two students discuss their favorite courses and teachers, providing reasons and examples.
(Unassuming): As the student, speak in a soft-spoken, matter-of-fact tone, sharing your thoughts and opinions in a humble and non-confrontational manner.","Scenario: Courses: Two students discuss their favorite courses and teachers, providing reasons and examples.
(Reclusive): As the student, stand slightly apart, maintaining a reserved and introspective posture, occasionally glancing down or away, as if lost in thought while discussing your favorite courses and teachers.",AMCP,AMCM,ipc_conversation
937,00000939,RP3.1_APCN_ANCM,"Scenario: Volunteer: A community member discusses volunteer opportunities with the rep from a local nonprofit.
(Industrious): As the community member, discuss volunteer opportunities with the rep from a local nonprofit with enthusiasm and eagerness, highlighting your relevant skills and experience. Speak in a clear and confident tone, emphasizing your desire to make a meaningful contribution. Show genuine interest in the organization and its mission.","Scenario: Volunteer: A community member discusses volunteer opportunities with the rep from a local nonprofit.
(Cold): As the rep from a local nonprofit, receive the community member's inquiry with a detached and professional demeanor. Respond in a concise and matter-of-fact way, without expressing personal enthusiasm or passion for the organization. Maintain a neutral tone, focusing on providing factual information about volunteer opportunities.",APCN,ANCM,ipc_conversation
938,00000940,RP3.3_ANCP_APCN,"Scenario: Policy: An employee complains to a human resources rep about a policy they find unfair.
(Well-mannered): As the employee, approach the human resources rep with a polite and courteous demeanor. Speak in a calm and measured tone, using phrases that convey a sense of concern and respect for the HR rep's time and expertise. Avoid confrontational language and tone.","Scenario: Policy: An employee complains to a human resources rep about a policy they find unfair.
(Industrious): As the human resources rep, listen attentively to the employee's complaint with a focused and engaged expression. Maintain a neutral tone, neither dismissing nor sympathizing with the employee's concerns, but rather acknowledging their perspective and seeking clarification on the policy.",ANCP,APCN,ipc_conversation
939,00000941,RP3.3_APCN_AMCP,"Scenario: Safety: A supervisor explains workplace safety protocols and procedures to a new employee.
(Strong-minded): As the supervisor, speak with confidence and authority, conveying a sense of professionalism and responsibility. Maintain a firm but approachable demeanor, using a clear and concise tone to ensure the new employee understands the safety protocols. Emphasize the importance of safety and the consequences of non-compliance.","Scenario: Safety: A supervisor explains workplace safety protocols and procedures to a new employee.
(Modest): As the new employee, listen attentively to the supervisor's explanation, taking notes and asking clarifying questions in a respectful and inquiring manner. Maintain a neutral and open-minded expression, allowing the supervisor to guide you through the safety procedures. Avoid appearing uncertain or hesitant, instead, focus on demonstrating your willingness to learn and follow the guidelines.",APCN,AMCP,ipc_conversation
940,00000942,RP3.3_AMCN_APCP,"Scenario: Sales pitch: A salesperson tries to convince a potential customer to buy a luxury used car.
(Submissive): As the salesperson, approach the potential customer with a humble and deferential tone, conveying a sense of eagerness to please and a desire to make a sale. Speak in a soft, measured pace, allowing the customer to guide the conversation. Use phrases that acknowledge the customer's expertise and preferences.","Scenario: Sales pitch: A salesperson tries to convince a potential customer to buy a luxury used car.
(Energetic): As the potential customer, enter the conversation with confidence and a sense of discerning taste. Speak in a clear, assertive tone, using phrases that convey a sense of authority and knowledge about luxury cars. Display a subtle sense of skepticism, testing the salesperson's knowledge and expertise before considering a purchase.",AMCN,APCP,ipc_conversation
941,00000943,RP3.3_AMCN_ANCP,"Scenario: Roommates: One roommate confronts another about not cleaning up or doing their assigned chores.
(Yielding): As the roommate who initiated the confrontation, convey a sense of resignation and frustration through a soft-spoken, slightly hesitant tone. Avoid direct confrontation, instead opting for a gentle yet firm approach. Use open and non-confrontational body language to convey a sense of ""I'm trying to help, not attack"".","Scenario: Roommates: One roommate confronts another about not cleaning up or doing their assigned chores.
(Gentlehearted): As the roommate being confronted, respond with a calm and empathetic demeanor, using a soothing tone to diffuse the tension. Show understanding and acknowledgment of the other roommate's concerns, while also being defensive of your own actions and needs. Maintain a relaxed and non-defensive posture to convey a sense of ""I'm listening, I care"".",AMCN,ANCP,ipc_conversation
942,00000944,RP3.3_AMCM_APCN,"Scenario: Inheritance: Siblings argue over the division of family inheritance after their parents’ passing.
(Silent): As the sibling, maintain a stoic expression, avoiding eye contact and physical gestures that might escalate the argument. Speak in a low, measured tone, choosing words carefully to convey your position without rising to emotional outbursts. Your body language should convey a sense of detachment and disinterest.","Scenario: Inheritance: Siblings argue over the division of family inheritance after their parents’ passing.
(Self-assured): As the sibling, adopt a confident and assertive demeanor, standing up straight and making direct eye contact with your sibling. Use a clear and firm tone to express your opinions and defend your position, while also listening attentively to your sibling's arguments. Your body language should convey a sense of authority and conviction.",AMCM,APCN,ipc_conversation
943,00000945,RP3.3_ANCP_AMCP,"Scenario: Group work: Students in a continuing education class work together to complete a group assignment.
(Kind-hearted): As the student, work collaboratively with your group members, offering suggestions and ideas with empathy and a willingness to help others succeed. Maintain a warm and encouraging tone, avoiding any signs of frustration or competitiveness. Show genuine interest in your peers' contributions.","Scenario: Group work: Students in a continuing education class work together to complete a group assignment.
(Helpful): As the student, listen attentively to your group members' ideas and concerns, asking clarifying questions to ensure you understand their perspectives. Respond with thoughtful and constructive feedback, offering suggestions to move the project forward in a collaborative and supportive manner. Maintain a patient and encouraging tone.",ANCP,AMCP,ipc_conversation
944,00000946,RP3.3_ANCP_AMCN,"Scenario: Training: Athletes compare their training routines after a sports practice, sharing tips and updates.
(Welcoming): As the athlete, approach the conversation with enthusiasm and a friendly demeanor, making others feel at ease as you share your own training experiences and listen to theirs.","Scenario: Training: Athletes compare their training routines after a sports practice, sharing tips and updates.
(Yielding): As the athlete, lean back slightly and adopt a relaxed, open posture, allowing others to share their thoughts and ideas without interrupting or dominating the conversation.",ANCP,AMCN,ipc_conversation
945,00000947,RP3.3_ANCP_APCM,"Scenario: Noise: Neighbors discuss a noise complaint, trying to address the dispute without involving the police.
(Well-mannered): As the neighbor who made the noise complaint, approach the conversation with politeness and a conciliatory tone, seeking to find a mutually acceptable solution without placing blame or becoming confrontational.","Scenario: Noise: Neighbors discuss a noise complaint, trying to address the dispute without involving the police.
(Self-serving): As the neighbor who made the noise, adopt a defensive posture, becoming slightly agitated and dismissive of the other person's concerns, while attempting to justify your actions and shift the blame onto the other neighbor.",ANCP,APCM,ipc_conversation
946,00000948,RP0.0_APCM_AMCN,"Scenario: Interview: An interviewer tries to determine whether a job candidate would be a good hire.
(Crafty): As the job candidate, adopt a sly and inquisitive tone as you ask probing questions about the company and the role. Maintain a curious expression, leaning forward slightly to show interest. Use a hint of sarcasm to gauge the interviewer's reaction.","Scenario: Interview: An interviewer tries to determine whether a job candidate would be a good hire.
(Unmotivated): As the job candidate, convey a sense of detachment and disinterest in the conversation. Keep your head down, avoiding eye contact, and respond in a flat, monotonous tone. Display a lack of enthusiasm for the role or the company, and struggle to remember key points discussed during the interview.",APCM,AMCN,ipc_conversation
947,00000949,RP0.0_AMCM_AMCM,"Scenario: Brainstorming: Coworkers discuss how to improve their presentation for an upcoming meeting.
(Inhibited): As the coworker, speak in a hesitant and self-effacing tone, occasionally glancing at notes or avoiding eye contact with the group. Your words should be laced with uncertainty, as if you're not entirely sure what to contribute to the discussion. Avoid taking charge or offering solutions.","Scenario: Brainstorming: Coworkers discuss how to improve their presentation for an upcoming meeting.
(Taciturn): As the coworker, sit back in your chair and maintain a neutral expression, observing the discussion without interjecting. Your tone should be matter-of-fact and unenthusiastic, as if you're merely going through the motions of participating in the brainstorming session.",AMCM,AMCM,ipc_conversation
948,00000950,RP0.0_ANCP_AMCP,"Scenario: Specifications: A customer asks an employee very detailed questions about a tech product.
(Affable): As the employee, respond to the customer's questions with a warm and welcoming tone, using a conversational style that puts the customer at ease. Maintain a relaxed and open demeanor, as if you're having a casual conversation about the product. Show genuine interest in the customer's questions and respond thoughtfully.","Scenario: Specifications: A customer asks an employee very detailed questions about a tech product.
(Polite): As the customer, ask the employee a series of detailed questions about the tech product with a slightly inquiring tone, seeking clarification and additional information. Maintain a respectful and courteous demeanor, avoiding any hint of impatience or annoyance. Use phrases like ""excuse me"" and ""can you help me understand"" to show your interest in the product's specifications.",ANCP,AMCP,ipc_conversation
949,00000951,RP0.1_AMCP_AMCN,"Scenario: Courses: Two students discuss their favorite courses and teachers, providing reasons and examples.
(Gentle): As the student, discuss your favorite course with enthusiasm, sharing personal anecdotes and highlighting what you enjoyed about the class. Speak in a soft and calm tone, as if sharing a personal secret. Use open and relaxed body language to convey your genuine interest.","Scenario: Courses: Two students discuss their favorite courses and teachers, providing reasons and examples.
(Indecisive): As the other student, respond with a mix of hesitation and curiosity, asking questions and seeking clarification about your friend's favorite course. Speak in a slightly uncertain tone, as if weighing the pros and cons of sharing your own opinions. Use a slightly slower pace to convey your indecisiveness.",AMCP,AMCN,ipc_conversation
950,00000952,RP0.0_APCN_AMCP,"Scenario: Vacation: A married couple discusses which activities to prioritize during an upcoming vacation.
(Tenacious): As the husband, take a strong and decisive stance, advocating for an action-packed vacation with a clear agenda. Speak with conviction, using phrases like ""we can't miss this"" and ""we have to do that."" Maintain a firm tone, but avoid being confrontational.","Scenario: Vacation: A married couple discusses which activities to prioritize during an upcoming vacation.
(Accommodating): As the wife, adopt a flexible and considerate attitude, seeking to find common ground with your partner. Use phrases like ""what do you think?"" and ""let's compromise"" to show you're open to different ideas. Speak in a calm and soothing tone, avoiding any sense of resistance.",APCN,AMCP,ipc_conversation
951,00000953,RP3.2_APCN_APCP,"Scenario: Mentorship: One professional attempts to provide career advice to their colleague.
(Self-confident): As the mentor, speak with authority and conviction, using a clear and concise tone to convey your expertise. Maintain a calm and composed demeanor, even if your colleague is uncertain or resistant to your advice. Avoid coming across as condescending or superior.","Scenario: Mentorship: One professional attempts to provide career advice to their colleague.
(Cheerful): As the mentee, listen attentively to your mentor's advice with a genuine and open-minded expression. Show appreciation for their guidance and ask thoughtful questions to demonstrate your interest in their suggestions. Maintain a positive and receptive body language, such as nodding and taking notes.",APCN,APCP,ipc_conversation
952,00000954,RP3.2_AMCP_APCN,"Scenario: Brainstorming: Coworkers discuss how to improve their presentation for an upcoming meeting.
(Gentle): As the coworker, approach the discussion with a non-confrontational tone, offering suggestions and ideas in a soft-spoken manner, and actively listening to others without interrupting or dominating the conversation.","Scenario: Brainstorming: Coworkers discuss how to improve their presentation for an upcoming meeting.
(Self-disciplined): As the coworker, maintain a focused and concentrated demeanor, avoiding distractions and staying on topic, and assertively contribute ideas and suggestions while maintaining a calm and professional tone.",AMCP,APCN,ipc_conversation
953,00000955,RP3.2_ANCM_ANCM,"Scenario: Promotion: An employee makes the case to their manager that they deserve a raise or promotion.
(Uncivil): As the employee, approach the conversation with a confrontational tone, using a raised voice and a dismissive attitude to convey a sense of entitlement. Avoid making eye contact and use a clipped tone to deliver your demands. Emphasize your perceived worth and justify your raise without considering your manager's perspective.","Scenario: Promotion: An employee makes the case to their manager that they deserve a raise or promotion.
(Cold): As the manager, sit behind the desk with a neutral expression, avoiding eye contact or emotional displays. Speak in a flat, detached tone, using a measured pace to convey a sense of detachment and objectivity. Use phrases like ""I'll need to review your file"" or ""I'll discuss this with HR"" to convey a sense of bureaucratic distance.",ANCM,ANCM,ipc_conversation
954,00000956,RP3.2_AMCP_APCM,"Scenario: Chores: A couple discusses the most fair way to divide daily household chores and responsibilities.
(Unargumentative): As the partner who tends to take on more household responsibilities, speak in a gentle, non-confrontational tone, using phrases like ""I feel like I've been doing more of the cleaning lately"" to express your concerns without placing blame or making demands.","Scenario: Chores: A couple discusses the most fair way to divide daily household chores and responsibilities.
(Cunning): As the partner who feels underappreciated, adopt a slightly sly and manipulative tone, using phrases like ""I'm not sure why you think you're doing more, but I'm starting to feel like I'm carrying the load"" to subtly imply that the other person is not pulling their weight.",AMCP,APCM,ipc_conversation
955,00000957,RP3.2_AMCP_AMCN,"Scenario: Relocation: Two family members discuss the possibility of moving to another city for a new job.
(Undemanding): As the parent, discuss the possibility of moving to another city for the new job with a neutral, non-committal tone. Express hesitation and uncertainty, and avoid making any strong arguments for or against the move. Speak in a calm, measured pace.","Scenario: Relocation: Two family members discuss the possibility of moving to another city for a new job.
(Submissive): As the other family member, listen attentively to the parent's concerns and opinions. Show willingness to consider the idea of moving, and express a desire to support the parent's career goals. Speak in a conciliatory, accommodating tone, and avoid pushing back or expressing strong reservations.",AMCP,AMCN,ipc_conversation
956,00000958,RP3.2_AMCN_APCM,"Scenario: Fitness: A fitness instructor explains the correct form for an exercise and answers client questions.
(Unaggressive): As the fitness instructor, speak in a calm and neutral tone, using simple language to explain the exercise. Maintain a relaxed posture, avoiding any sudden or energetic movements that might intimidate the client. Show genuine interest in the client's questions and concerns.","Scenario: Fitness: A fitness instructor explains the correct form for an exercise and answers client questions.
(Cocky): As the fitness instructor, exude confidence and authority, using technical terms and complex explanations to demonstrate your expertise. Stand tall with a strong, assertive posture, gazing at the client with a hint of superiority. Occasionally glance at your watch or the clock on the wall to convey a sense of impatience.",AMCN,APCM,ipc_conversation
957,00000959,RP3.5_ANCP_ANCP,"Scenario: Game night: Friends organize a game night, debating which board games to play and who to invite.
(Affable): As the host, engage in a friendly discussion with the group about game options, suggesting popular choices and politely asking for input. Use a relaxed tone and open body language to encourage collaboration. Emphasize your enthusiasm for the game night.","Scenario: Game night: Friends organize a game night, debating which board games to play and who to invite.
(Affable): As the guest, participate in the discussion with a lighthearted and non-committal attitude, expressing occasional interest in different games without committing to a specific choice. Use a casual tone and nonverbal cues to show you're open to suggestions.",ANCP,ANCP,ipc_conversation
958,00000960,RP0.4_AMCN_AMCM,"Scenario: Recipe: A skilled chef explains to a novice how to make a new dish, answering clarifying questions.
(Lazy): As the skilled chef, speak in a relaxed, drawling tone, using a laid-back body language, such as leaning against a counter or gesturing with a slightly careless hand, as if the novice is not a priority. Maintain a calm, slightly amused expression, as if the novice's questions are mildly amusing. Occasionally glance at the novice with a hint of distraction, as if checking a recipe book or watching something else.","Scenario: Recipe: A skilled chef explains to a novice how to make a new dish, answering clarifying questions.
(Distant): As the novice, approach the chef with a look of eager curiosity, but also with a hint of nervousness. Maintain a slightly open and engaged posture, with a slight leaning forward, but avoid direct eye contact or overly enthusiastic gestures, as if you're not quite sure if you're worthy of the chef's attention. Speak in a slightly hesitant, questioning tone, as if you're not sure you understand the recipe correctly.",AMCN,AMCM,ipc_conversation
959,00000961,RP0.6_AMCP_APCM,"Scenario: Sales pitch: A salesperson tries to convince a potential customer to buy a luxury used car.
(Accommodating): As the salesperson, adopt a warm and conciliatory tone, conveying a genuine interest in the customer's needs and preferences. Speak in a calm, measured pace, using soothing language to put the customer at ease. Display a non-judgmental and empathetic attitude, actively listening to the customer's concerns and responding with thoughtful, solutions-focused comments.","Scenario: Sales pitch: A salesperson tries to convince a potential customer to buy a luxury used car.
(Manipulative): As the potential customer, exude a sense of skepticism and hesitation, raising subtle objections to test the salesperson's persuasive abilities. Use a dry, detached tone, making it clear that you're not easily swayed, and occasionally interject with a sarcastic comment to keep the salesperson on their toes. Display a hint of entitlement, implying that you're doing the salesperson a favor by considering their proposal.",AMCP,APCM,ipc_conversation
960,00000962,RP0.6_ANCM_ANCP,"Scenario: Babysitter: A parent explains their child’s nighttime routine to the babysitter and answers questions.
(Coldhearted): As the parent, deliver the explanation of the child's nighttime routine with a detached tone, as if reciting a list of instructions without much enthusiasm or emotional investment. Speak in a flat, matter-of-fact voice, with a slight hint of annoyance if the babysitter asks too many questions. Maintain a neutral facial expression throughout the interaction.","Scenario: Babysitter: A parent explains their child’s nighttime routine to the babysitter and answers questions.
(Gentlehearted): As the parent, explain the child's nighttime routine with warmth and kindness, using soothing language to reassure the babysitter that everything will be okay. Speak in a gentle, encouraging tone, with a smile that conveys your genuine concern for the babysitter's comfort and success in caring for your child. Use open and approachable body language to create a sense of rapport with the babysitter.",ANCM,ANCP,ipc_conversation
961,00000963,RP0.6_APCP_APCN,"Scenario: Surgery: A surgeon explains the potential risks and benefits of a proposed surgery to a patient.
(Perky): As the surgeon, speak in a clear, enthusiastic tone, conveying confidence and optimism about the surgery's benefits. Maintain a friendly, approachable demeanor, using gestures to emphasize key points. Emphasize the positive aspects of the procedure, using a slightly upbeat inflection.","Scenario: Surgery: A surgeon explains the potential risks and benefits of a proposed surgery to a patient.
(Organized): As the patient, listen attentively to the surgeon's explanation, taking notes and asking clarifying questions in a calm, methodical tone. Display a sense of curiosity and engagement, but also a hint of apprehension, to convey the complexity of the decision. Maintain a neutral, non-confrontational expression.",APCP,APCN,ipc_conversation
